기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2020	관악구	신림동	554	334	220	232	134	98	64	38	26	87	62	25	75	48	27	5	3	2	26	14	12	6	6	0	18	6	12	30	16	14	0	0	0	2	2	0	3	2	1	0	0	0	3	1	2	3	2	1
2020	관악구	난향동	708	431	277	316	195	121	73	53	20	75	41	34	100	55	45	11	8	3	46	28	18	13	9	4	18	5	13	39	24	15	1	1	0	3	3	0	4	3	1	1	0	1	6	5	1	2	1	1
2020	관악구	조원동	704	448	256	307	191	116	66	38	28	86	55	31	112	74	38	8	8	0	39	24	15	5	3	2	22	16	6	45	31	14	1	0	1	4	3	1	0	0	0	2	1	1	6	3	3	1	1	0
2020	관악구	대학동	732	457	275	331	201	130	62	40	22	80	50	30	87	59	28	2	1	1	45	24	21	10	9	1	52	33	19	37	23	14	3	2	1	2	1	1	12	9	3	1	1	0	6	3	3	2	1	1
2020	관악구	은천동	1,687	975	712	740	414	326	181	108	73	198	123	75	239	139	100	11	8	3	118	70	48	24	21	3	67	34	33	73	33	40	7	5	2	7	6	1	8	7	1	0	0	0	10	5	5	4	2	2
2020	관악구	성현동	1,429	799	630	648	354	294	136	81	55	167	95	72	190	97	93	7	4	3	99	64	35	22	20	2	63	29	34	62	36	26	1	0	1	7	6	1	8	4	4	1	1	0	12	4	8	6	4	2
2020	관악구	청룡동	1,068	649	419	480	279	201	94	58	36	115	77	38	169	100	69	10	6	4	70	48	22	14	11	3	46	27	19	49	29	20	1	0	1	3	3	0	9	7	2	1	1	0	7	3	4	0	0	0
2020	관악구	난곡동	1,600	922	678	650	367	283	157	95	62	185	114	71	240	126	114	21	16	5	127	76	51	14	10	4	71	40	31	89	50	39	3	3	0	15	8	7	3	1	2	0	0	0	15	10	5	10	6	4
2020	관악구	삼성동	1,542	866	676	682	376	306	148	94	54	132	67	65	267	148	119	11	10	1	106	66	40	20	15	5	76	34	42	66	33	33	5	4	1	5	3	2	7	7	0	1	1	0	9	5	4	7	3	4
2020	관악구	미성동	1,430	859	571	649	380	269	147	91	56	146	86	60	225	141	84	12	10	2	81	53	28	19	17	2	40	14	26	71	42	29	7	5	2	7	5	2	13	8	5	1	1	0	11	5	6	1	1	0
2020	서초구	소계	10,542	6,189	4,353	4,288	2,409	1,879	1,202	698	504	1,180	725	455	1,479	831	648	86	63	23	742	481	261	302	250	52	358	158	200	569	343	226	35	22	13	59	37	22	130	100	30	2	2	0	84	58	26	26	12	14
2020	서초구	서초1동	488	274	214	199	109	90	66	33	33	43	27	16	71	35	36	2	1	1	26	19	7	15	14	1	23	6	17	25	14	11	0	0	0	4	3	1	7	7	0	0	0	0	5	4	1	2	2	0
2020	서초구	서초2동	369	218	151	146	79	67	47	28	19	40	25	15	57	36	21	5	4	1	22	16	6	13	12	1	10	4	6	20	10	10	0	0	0	1	1	0	2	1	1	0	0	0	2	1	1	4	1	3
2020	서초구	서초3동	731	439	292	281	154	127	79	49	30	88	58	30	104	65	39	9	8	1	51	31	20	27	21	6	21	12	9	47	23	24	1	0	1	6	4	2	5	4	1	1	1	0	10	9	1	1	0	1
2020	서초구	서초4동	475	293	182	186	104	82	63	35	28	51	32	19	58	35	23	8	7	1	25	19	6	29	25	4	3	1	2	33	21	12	3	1	2	3	2	1	6	4	2	0	0	0	7	7	0	0	0	0
2020	서초구	잠원동	540	334	206	228	132	96	65	41	24	53	34	19	85	52	33	1	1	0	30	20	10	22	19	3	14	7	7	29	18	11	1	1	0	2	2	0	4	3	1	0	0	0	6	4	2	0	0	0
2020	서초구	반포본동	183	115	68	74	40	34	29	20	9	17	12	5	23	16	7	1	1	0	12	9	3	11	11	0	1	0	1	11	5	6	0	0	0	1	0	1	2	1	1	0	0	0	1	0	1	0	0	0
2020	서초구	반포1동	562	315	247	247	140	107	63	25	38	68	42	26	74	41	33	7	6	1	28	17	11	12	9	3	17	10	7	27	14	13	2	0	2	3	1	2	5	5	0	0	0	0	6	4	2	3	1	2
2020	서초구	반포2동	245	135	110	104	60	44	30	17	13	26	14	12	41	19	22	1	0	1	10	5	5	8	6	2	6	3	3	10	5	5	1	1	0	2	1	1	4	4	0	0	0	0	2	0	2	0	0	0
2020	서초구	반포3동	352	192	160	139	64	75	44	24	20	31	18	13	56	31	25	2	2	0	19	12	7	15	12	3	10	5	5	23	13	10	2	1	1	1	1	0	7	7	0	0	0	0	2	1	1	1	1	0
2020	서초구	반포4동	347	204	143	131	71	60	36	18	18	39	26	13	55	32	23	5	2	3	25	16	9	8	7	1	10	4	6	18	13	5	2	2	0	2	2	0	10	8	2	1	1	0	4	2	2	1	0	1
2020	서초구	방배본동	460	276	184	189	105	84	54	31	23	58	37	21	57	32	25	3	2	1	30	21	9	13	12	1	18	10	8	28	18	10	0	0	0	1	1	0	8	7	1	0	0	0	0	0	0	1	0	1
2020	서초구	방배1동	479	280	199	198	105	93	47	31	16	61	38	23	69	38	31	6	4	2	22	11	11	7	7	0	17	7	10	29	22	7	2	2	0	2	0	2	9	8	1	0	0	0	8	6	2	2	1	1
2020	서초구	방배2동	681	394	287	300	168	132	76	52	24	77	44	33	96	59	37	6	4	2	41	21	20	9	7	2	19	11	8	36	15	21	2	1	1	3	3	0	7	3	4	0	0	0	8	6	2	1	0	1
2020	서초구	방배3동	555	334	221	225	128	97	53	39	14	60	39	21	76	42	34	3	1	2	42	28	14	16	13	3	20	5	15	35	21	14	5	4	1	5	3	2	9	7	2	0	0	0	5	4	1	1	0	1
2020	서초구	방배4동	593	361	232	230	140	90	67	36	31	101	63	38	82	51	31	7	7	0	29	15	14	9	6	3	17	11	6	34	22	12	2	1	1	5	3	2	7	3	4	0	0	0	3	3	0	0	0	0
2020	서초구	양재1동	1,955	1,086	869	830	474	356	220	118	102	191	111	80	263	125	138	12	6	6	160	90	70	42	33	9	100	45	55	92	56	36	6	4	2	10	6	4	15	11	4	0	0	0	9	4	5	5	3	2
2020	서초구	양재2동	673	427	246	268	164	104	81	52	29	75	48	27	103	61	42	5	4	1	47	33	14	13	11	2	22	10	12	35	27	8	3	3	0	3	2	1	13	10	3	0	0	0	4	2	2	1	0	1
2020	서초구	내곡동	854	512	342	313	172	141	82	49	33	101	57	44	109	61	48	3	3	0	123	98	25	33	25	8	30	7	23	37	26	11	3	1	2	5	2	3	10	7	3	0	0	0	2	1	1	3	3	0
2020	강남구	소계	15,200	8,770	6,430	6,077	3,453	2,624	1,754	1,032	722	1,562	907	655	1,963	1,025	938	131	92	39	1,028	584	444	573	488	85	834	377	457	827	514	313	47	32	15	103	72	31	141	99	42	19	9	10	85	60	25	56	26	30
2020	강남구	신사동	403	233	170	181	101	80	49	25	24	32	17	15	53	32	21	1	1	0	18	9	9	11	10	1	7	4	3	29	17	12	3	2	1	4	4	0	8	6	2	0	0	0	4	4	0	3	1	2
2020	강남구	논현1동	574	360	214	245	150	95	65	51	14	80	43	37	60	38	22	2	2	0	50	33	17	8	7	1	17	7	10	27	14	13	3	3	0	2	2	0	9	5	4	0	0	0	5	4	1	1	1	0
2020	강남구	논현2동	513	305	208	207	117	90	52	28	24	59	32	27	84	54	30	4	3	1	31	16	15	11	11	0	9	4	5	37	22	15	1	1	0	3	3	0	11	11	0	0	0	0	4	3	1	0	0	0
2020	강남구	삼성1동	289	185	104	128	84	44	42	23	19	23	15	8	36	22	14	6	3	3	15	7	8	12	11	1	6	4	2	14	10	4	0	0	0	1	1	0	4	4	0	1	1	0	1	0	1	0	0	0
2020	강남구	삼성2동	544	343	201	206	133	73	72	39	33	70	44	26	72	43	29	1	0	1	30	22	8	24	21	3	23	15	8	27	17	10	3	1	2	2	1	1	10	6	4	0	0	0	3	1	2	1	0	1
2020	강남구	대치1동	278	172	106	100	58	42	36	18	18	30	21	9	37	23	14	0	0	0	15	7	8	21	18	3	5	4	1	18	10	8	0	0	0	1	1	0	9	7	2	1	0	1	4	4	0	1	1	0
2020	강남구	대치4동	398	227	171	172	98	74	40	25	15	42	21	21	49	24	25	4	3	1	23	14	9	9	7	2	13	4	9	32	23	9	2	1	1	0	0	0	3	1	2	1	0	1	6	5	1	2	1	1
2020	강남구	역삼1동	765	459	306	363	221	142	81	45	36	80	47	33	100	61	39	9	6	3	42	26	16	13	12	1	17	9	8	43	23	20	1	1	0	4	3	1	6	1	5	1	1	0	4	3	1	1	0	1
2020	강남구	역삼2동	638	381	257	263	148	115	74	43	31	72	48	24	85	48	37	4	2	2	31	19	12	18	16	2	23	14	9	52	35	17	0	0	0	1	1	0	8	4	4	1	0	1	5	3	2	1	0	1
2020	강남구	도곡1동	390	226	164	159	87	72	53	38	15	36	20	16	54	27	27	3	1	2	31	19	12	16	14	2	9	4	5	23	12	11	0	0	0	0	0	0	2	2	0	0	0	0	4	2	2	0	0	0
2020	강남구	도곡2동	503	304	199	213	123	90	80	47	33	47	26	21	61	35	26	1	1	0	24	14	10	17	15	2	7	3	4	37	29	8	1	1	0	4	4	0	7	3	4	0	0	0	4	3	1	0	0	0
2020	강남구	개포1동	221	133	88	98	59	39	27	16	11	21	12	9	31	17	14	1	1	0	14	7	7	6	6	0	6	3	3	9	7	2	0	0	0	2	1	1	3	2	1	0	0	0	2	1	1	1	1	0
2020	강남구	개포4동	591	356	235	212	126	86	74	42	32	66	43	23	77	42	35	8	6	2	53	29	24	25	21	4	26	12	14	34	24	10	2	1	1	5	3	2	4	4	0	0	0	0	4	3	1	1	0	1
2020	강남구	일원본동	718	341	377	205	118	87	56	31	25	41	26	15	63	33	30	9	7	2	67	19	48	87	72	15	141	6	135	35	21	14	2	1	1	4	2	2	6	4	2	0	0	0	0	0	0	2	1	1
2020	강남구	일원1동	1,089	603	486	418	223	195	122	74	48	108	59	49	132	60	72	12	7	5	73	35	38	42	36	6	99	54	45	53	33	20	4	3	1	8	6	2	7	5	2	2	1	1	7	6	1	2	1	1
2020	강남구	일원2동	1,164	601	563	423	208	215	136	73	63	119	63	56	180	68	112	3	2	1	92	60	32	46	34	12	86	47	39	50	28	22	1	1	0	15	11	4	2	2	0	3	1	2	0	0	0	8	3	5
2020	강남구	수서동	2,150	1,197	953	874	479	395	215	134	81	209	110	99	237	111	126	21	15	6	156	91	65	33	28	5	229	123	106	109	67	42	6	4	2	20	12	8	2	0	2	5	3	2	14	10	4	20	10	10
2020	강남구	세곡동	1,967	1,147	820	808	459	349	227	128	99	205	119	86	271	145	126	17	13	4	141	86	55	91	77	14	73	39	34	85	53	32	6	4	2	16	10	6	9	6	3	3	2	1	7	3	4	8	3	5
2020	강남구	압구정동	486	288	198	196	108	88	65	49	16	48	30	18	74	34	40	3	3	0	29	18	11	16	16	0	6	1	5	35	20	15	2	0	2	1	1	0	7	6	1	0	0	0	3	1	2	1	1	0
2020	강남구	청담동	510	294	216	214	125	89	59	34	25	62	35	27	71	35	36	9	5	4	32	20	12	18	11	7	8	4	4	22	12	10	3	3	0	2	1	1	6	5	1	0	0	0	3	3	0	1	1	0
2020	강남구	대치2동	585	365	220	218	127	91	85	49	36	62	43	19	71	36	35	7	5	2	38	26	12	31	29	2	14	9	5	36	25	11	4	3	1	6	3	3	11	9	2	0	0	0	1	1	0	1	0	1
2020	강남구	개포2동	423	249	174	174	101	73	44	20	24	50	33	17	65	37	28	6	6	0	23	7	16	17	15	2	10	7	3	20	12	8	3	2	1	2	2	0	7	6	1	1	0	1	0	0	0	1	1	0
2020	강남구	기타	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	송파구	소계	20,286	11,984	8,302	8,642	4,931	3,711	2,219	1,321	898	2,069	1,272	797	2,716	1,452	1,264	174	123	51	1,545	965	580	655	572	83	631	332	299	1,060	624	436	60	40	20	113	79	34	189	144	45	14	8	6	139	82	57	60	39	21
2020	송파구	풍납1동	670	383	287	273	148	125	77	46	31	71	43	28	119	66	53	3	1	2	43	28	15	17	15	2	18	8	10	33	15	18	1	1	0	5	5	0	3	2	1	0	0	0	5	4	1	2	1	1
2020	송파구	풍납2동	828	490	338	360	210	150	98	63	35	71	42	29	123	67	56	8	4	4	56	34	22	22	21	1	25	10	15	42	22	20	1	1	0	5	4	1	8	6	2	1	1	0	4	1	3	4	4	0
2020	송파구	거여1동	625	376	249	281	172	109	56	37	19	72	44	28	89	44	45	6	5	1	54	35	19	13	12	1	13	7	6	29	12	17	0	0	0	6	5	1	1	1	0	0	0	0	2	0	2	3	2	1
2020	송파구	거여2동	1,011	591	420	372	198	174	91	57	34	92	59	33	117	61	56	6	6	0	217	138	79	24	21	3	37	15	22	34	22	12	3	3	0	7	5	2	6	3	3	2	1	1	2	1	1	1	1	0
2020	송파구	마천1동	1,229	722	507	555	305	250	122	76	46	117	66	51	180	104	76	13	12	1	83	53	30	32	28	4	41	23	18	55	32	23	1	1	0	9	7	2	8	7	1	0	0	0	7	6	1	6	2	4
2020	송파구	마천2동	1,229	722	507	563	335	228	113	73	40	129	77	52	175	85	90	11	7	4	83	53	30	14	12	2	53	34	19	59	28	31	2	1	1	11	8	3	5	4	1	1	1	0	7	4	3	3	0	3
2020	송파구	방이1동	438	256	182	188	115	73	38	17	21	47	25	22	61	40	21	4	3	1	34	16	18	14	11	3	11	5	6	23	15	8	3	1	2	1	0	1	5	3	2	0	0	0	8	5	3	1	0	1
2020	송파구	방이2동	770	458	312	357	201	156	88	50	38	80	50	30	95	54	41	9	8	1	41	31	10	12	11	1	32	20	12	40	22	18	2	1	1	3	1	2	2	2	0	1	1	0	7	5	2	1	1	0
2020	송파구	오륜동	293	165	128	121	59	62	37	24	13	26	13	13	39	23	16	3	2	1	18	11	7	13	11	2	7	3	4	16	11	5	2	1	1	2	0	2	4	3	1	1	0	1	4	4	0	0	0	0
2020	송파구	오금동	1,427	808	619	582	312	270	174	94	80	153	88	65	179	98	81	14	7	7	106	59	47	66	58	8	35	19	16	70	41	29	2	1	1	8	6	2	19	12	7	0	0	0	9	5	4	10	8	2
2020	송파구	송파1동	695	431	264	295	181	114	87	50	37	92	65	27	83	46	37	4	3	1	38	22	16	16	13	3	27	15	12	33	20	13	1	1	0	4	2	2	10	9	1	0	0	0	4	4	0	1	0	1
2020	송파구	송파2동	523	299	224	233	127	106	51	28	23	51	31	20	51	24	27	3	3	0	45	31	14	22	16	6	20	10	10	31	24	7	2	1	1	1	0	1	5	2	3	0	0	0	6	1	5	2	1	1
2020	송파구	석촌동	1,019	602	417	448	265	183	105	67	38	99	64	35	143	75	68	8	4	4	71	42	29	23	20	3	41	22	19	54	27	27	3	1	2	0	0	0	11	9	2	2	1	1	8	3	5	3	2	1
2020	송파구	삼전동	935	564	371	405	248	157	111	65	46	100	51	49	121	60	61	6	4	2	45	34	11	20	18	2	44	23	21	53	36	17	4	3	1	3	2	1	14	13	1	1	1	0	6	4	2	2	2	0
2020	송파구	가락본동	767	469	298	345	207	138	80	40	40	79	52	27	91	55	36	4	4	0	42	27	15	25	20	5	21	14	7	58	31	27	2	2	0	5	4	1	8	7	1	0	0	0	6	5	1	1	1	0
2020	송파구	가락1동	532	320	212	225	131	94	63	37	26	49	29	20	59	30	29	3	0	3	35	25	10	33	30	3	10	3	7	34	22	12	3	2	1	6	2	4	7	5	2	0	0	0	5	4	1	0	0	0
2020	송파구	가락2동	929	556	373	396	219	177	93	64	29	108	64	44	122	68	54	8	6	2	70	40	30	23	21	2	26	18	8	56	39	17	3	1	2	5	4	1	6	4	2	1	0	1	9	6	3	3	2	1
2020	송파구	문정1동	584	337	247	245	127	118	65	39	26	50	30	20	71	34	37	6	6	0	63	43	20	21	18	3	16	6	10	34	23	11	3	3	0	4	4	0	1	1	0	0	0	0	3	2	1	2	1	1
2020	송파구	문정2동	519	316	203	225	130	95	62	39	23	46	30	16	77	38	39	7	4	3	26	17	9	21	20	1	7	4	3	27	17	10	2	2	0	5	4	1	12	9	3	0	0	0	2	2	0	0	0	0
2020	송파구	잠실본동	800	489	311	345	202	143	86	53	33	91	67	24	108	57	51	9	7	2	40	29	11	14	13	1	36	16	20	50	32	18	2	1	1	1	1	0	8	5	3	0	0	0	8	4	4	2	2	0
2020	송파구	잠실4동	437	269	168	180	103	77	53	35	18	42	27	15	51	26	25	4	4	0	30	17	13	24	22	2	11	7	4	23	13	10	2	1	1	1	1	0	9	8	1	0	0	0	5	3	2	2	2	0
2020	송파구	잠실6동	371	226	145	136	71	65	49	34	15	45	29	16	58	33	25	5	4	1	22	16	6	17	15	2	10	6	4	17	11	6	1	0	1	1	1	0	2	2	0	1	0	1	6	3	3	1	1	0
2020	송파구	잠실7동	211	126	85	90	45	45	32	20	12	16	14	2	27	15	12	0	0	0	10	6	4	6	6	0	4	1	3	16	10	6	3	3	0	1	1	0	4	4	0	0	0	0	2	1	1	0	0	0
2020	송파구	잠실2동	569	330	239	235	138	97	70	37	33	64	36	28	82	43	39	4	3	1	33	19	14	28	23	5	7	4	3	28	15	13	0	0	0	4	3	1	10	8	2	1	0	1	1	0	1	2	1	1
2020	송파구	잠실3동	691	409	282	283	158	125	78	42	36	70	50	20	96	49	47	6	4	2	51	28	23	24	23	1	16	10	6	40	23	17	6	5	1	2	1	1	14	12	2	0	0	0	3	2	1	2	2	0
2020	송파구	장지동	1,343	789	554	555	314	241	161	91	70	120	75	45	176	93	83	8	7	1	126	77	49	71	65	6	45	19	26	55	36	19	4	3	1	7	5	2	3	1	2	1	1	0	6	0	6	5	2	3
2020	송파구	위례동	841	481	360	349	210	139	79	43	36	89	51	38	123	64	59	12	5	7	63	34	29	40	29	11	18	10	8	50	25	25	2	0	2	6	3	3	4	2	2	1	1	0	4	3	1	1	1	0
2020	강동구	소계	18,307	10,926	7,381	7,957	4,653	3,304	2,001	1,209	792	1,930	1,189	741	2,451	1,381	1,070	200	140	60	1,387	859	528	426	366	60	638	330	308	852	516	336	49	27	22	94	73	21	120	80	40	20	9	11	124	69	55	58	25	33
2020	강동구	강일동	1,700	959	741	745	399	346	214	124	90	175	102	73	230	128	102	16	8	8	124	73	51	43	41	2	42	22	20	70	36	34	6	3	3	5	4	1	7	3	4	3	1	2	12	9	3	8	6	2
2020	강동구	상일동	926	548	378	406	245	161	112	66	46	94	56	38	117	59	58	15	9	6	74	49	25	27	21	6	19	7	12	43	26	17	1	0	1	3	2	1	10	5	5	0	0	0	5	3	2	0	0	0
2020	강동구	명일1동	886	523	363	377	218	159	84	44	40	95	64	31	127	65	62	9	6	3	79	48	31	19	19	0	28	18	10	42	25	17	2	2	0	3	3	0	9	7	2	1	0	1	8	4	4	3	0	3
2020	강동구	명일2동	450	266	184	177	108	69	41	23	18	49	32	17	68	34	34	6	4	2	38	22	16	15	11	4	13	7	6	24	18	6	3	0	3	3	3	0	4	2	2	0	0	0	7	1	6	2	1	1
2020	강동구	고덕1동	718	444	274	290	191	99	89	53	36	77	45	32	79	43	36	8	4	4	65	38	27	32	27	5	19	8	11	34	22	12	3	0	3	5	4	1	7	4	3	1	1	0	6	2	4	3	2	1
2020	강동구	고덕2동	811	475	336	323	181	142	77	44	33	80	43	37	82	38	44	9	9	0	149	105	44	21	19	2	33	14	19	20	11	9	5	4	1	3	1	2	1	1	0	0	0	0	6	5	1	2	0	2
2020	강동구	암사2동	514	288	226	226	124	102	61	38	23	66	39	27	67	41	26	1	0	1	33	19	14	9	8	1	13	3	10	26	12	14	1	0	1	4	0	4	1	1	0	0	0	0	4	2	2	2	1	1
2020	강동구	암사3동	560	314	246	251	135	116	59	32	27	48	30	18	65	33	32	6	4	2	57	35	22	22	18	4	12	4	8	28	15	13	2	1	1	3	2	1	5	4	1	0	0	0	2	1	1	0	0	0
2020	강동구	천호1동	1,441	870	571	615	362	253	167	109	58	150	98	52	190	104	86	24	16	8	103	59	44	39	37	2	67	36	31	61	32	29	3	3	0	8	6	2	3	3	0	2	0	2	7	4	3	2	1	1
2020	강동구	천호3동	1,314	770	544	595	346	249	145	84	61	142	93	49	181	101	80	18	16	2	82	47	35	14	11	3	59	27	32	56	34	22	2	1	1	5	3	2	5	2	3	1	0	1	9	5	4	0	0	0
2020	강동구	성내1동	662	416	246	276	165	111	87	53	34	72	40	32	98	61	37	8	6	2	32	24	8	21	17	4	12	7	5	33	27	6	2	2	0	4	4	0	6	3	3	1	1	0	5	2	3	5	4	1
2020	강동구	성내2동	1,053	670	383	460	295	165	106	66	40	109	74	35	160	92	68	6	4	2	58	42	16	23	19	4	46	20	26	61	42	19	2	2	0	5	4	1	5	3	2	1	1	0	10	6	4	1	0	1
2020	강동구	성내3동	886	559	327	404	253	151	89	61	28	89	54	35	115	67	48	11	9	2	59	39	20	24	19	5	32	21	11	37	23	14	1	0	1	5	5	0	10	5	5	1	0	1	4	3	1	5	0	5
2020	강동구	둔촌1동	3	2	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	강동구	둔촌2동	971	570	401	442	251	191	105	67	38	86	49	37	126	74	52	7	7	0	77	46	31	21	17	4	29	14	15	54	33	21	2	1	1	4	3	1	7	3	4	0	0	0	7	3	4	4	2	2
2020	강동구	암사1동	1,682	1,006	676	722	414	308	176	103	73	195	119	76	216	133	83	16	10	6	127	76	51	35	30	5	75	40	35	78	54	24	6	3	3	8	8	0	11	7	4	2	2	0	10	6	4	5	1	4
2020	강동구	천호2동	1,735	1,031	704	767	437	330	179	117	62	191	117	74	251	145	106	20	16	4	102	58	44	27	22	5	66	38	28	76	41	35	4	3	1	11	10	1	17	15	2	3	2	1	12	5	7	9	5	4
2020	강동구	길동	1,995	1,215	780	878	527	351	210	125	85	212	134	78	279	163	116	20	12	8	128	79	49	34	30	4	73	44	29	109	65	44	4	2	2	15	11	4	12	12	0	4	1	3	10	8	2	7	2	5
